,cent,group
A11JXAJHP7KESY,0.00014031103631287453,cold_start
A11K70GWSB7A5Z,2.1111265475429537e-05,typical_customer
A11LI37SHY97N,0.0004891376837707395,typical_customer
A11LNPG39A2ZV4,0.00010963043846486596,typical_customer
A11LZPM3Z86VWM,3.4398982659924675e-05,typical_customer
A11N2I11HJBD3E,0.0,typical_customer
A11OTLEDSW8ZXD,0.0008378267573149525,gray_sheep
A11UJ1CHEHNEGP,0.0,typical_customer
A11UNM6QZ3XTZH,6.286084848934723e-05,typical_customer
A11X1WHC7P6DGN,0.00010471141697508362,typical_customer
A11XLS2X7AO7PQ,1.8800394406347628e-05,cold_start
A11YA52GQ0D6B6,0.00211935381159822,gray_sheep
A11YC63APLB2K9,5.348892057262711e-05,typical_customer
A11Z3ANM4PQFMH,4.4364127826853e-05,typical_customer
A12066XBJS20IF,2.4426295649066684e-05,typical_customer
A122SFGLAHQLSJ,0.0005467694062022464,typical_customer
A1278GKNIB8UZ,0.0001440332062758671,typical_customer
A12C1OTJ37UUG7,0.0007056838030104079,typical_customer
A12DQZKRKTNF5E,0.00030099310474848424,typical_customer
A12E0Y0J6584RT,0.00029919133283827336,typical_customer
A12ENBT314RFXR,7.386522915455903e-05,typical_customer
A12GK5JUYAV0HM,0.00052184455716042,typical_customer
A12LN1UTGCPU4R,0.0,typical_customer
A12LOSDZX5869M,0.0001650193809020015,typical_customer
A12LXY31MFASAL,0.0014447336121745469,gray_sheep
A12PH6L5QSVTYN,0.0003373594768752498,typical_customer
A12QB51VZ8CGOT,0.0,typical_customer
A12S8UQEIPZJKE,4.9564662384153266e-05,typical_customer
A12UB42W3M4FTS,0.00010685211035861049,typical_customer
A12V2M84DUFGL5,3.8614041773176416e-05,typical_customer
A12X7K54734QXE,2.001144460235827e-05,typical_customer
A12YPN6IFWKN93,7.625360410334877e-05,typical_customer
A12ZFSESFYJF2G,0.00011332468297579602,typical_customer
A1307TZ17X6SD2,0.0,typical_customer
A133L22TAC5TA9,0.00046257154136875505,typical_customer
A1353000WAKP87,0.0,typical_customer
A1382NUB0AKHTK,1.46293045723601e-05,typical_customer
A13ARKH8FCOFQ0,0.0,typical_customer
A13BQX5F2A0CQF,0.0001720062086186027,typical_customer
A13D08OA1VG6J3,0.0,typical_customer
A13E51ZEL1ZU7M,2.3686898831391346e-06,cold_start
A13E7YU3XNRNL9,0.0,typical_customer
A13EHOQ40ARXDI,0.00012005710469303326,typical_customer
A13EPWUSIYR4E1,0.0,typical_customer
A13FIFP73X0GTR,0.0,typical_customer
A13GZCHAMKWYBT,0.0005072316212813552,typical_customer
A13H5US9Z7L9M7,0.00014656746010989222,typical_customer
A13HG7EAUWRYPP,0.00010382282369702253,typical_customer
A13J2PGKNMJG1K,0.00010160958514464279,typical_customer
A13JH2NRRR2NF6,0.0,typical_customer
A13KW5I9IHQ039,7.516073180936783e-05,typical_customer
A13M9XSQ4O6NLY,8.96585456190504e-05,typical_customer
A13MKSASQ6YWL7,0.0008585652691578552,gray_sheep
A13NJZ1M018A7C,1.9843596908169153e-05,typical_customer
A13OUY99ND8NWI,0.00012392041212320844,typical_customer
A13QN9DLFWOHRN,5.3693056735235646e-05,cold_start
A13RTK1873ZLFS,0.0,typical_customer
A13RTN901YNT7S,0.00013768224347438055,typical_customer
A13TAZK9Q95A35,1.2838992870948797e-05,typical_customer
A13V89Q8UQUKTQ,0.0,typical_customer
A13VL2XSHUWRTH,0.00026238344444155955,typical_customer
A13WEKTB63G78Y,0.0003293639747700236,typical_customer
A13X7XBBT1DN8U,0.0005557649862035337,typical_customer
A140ICK18NAAYR,8.170706504107856e-05,typical_customer
A141R97FHSSUQ0,0.00013909117193652523,typical_customer
A141W8WHW9AC3H,6.075403654581757e-05,typical_customer
A1437CAM9CNC1E,0.0021734014612683704,gray_sheep
A14638TGYH7GD9,0.00021551398382388195,typical_customer
A148RQ0M580F8V,8.763417747836402e-05,typical_customer
A14ASZDYCXUTI0,0.0,typical_customer
A14CCDURTA6ZMO,1.8647655254261926e-06,typical_customer
A14CXGHPONCD41,0.0002246359115794827,typical_customer
A14E1OFMG2FCZG,1.7663049924661553e-05,typical_customer
A14E7LZASLSX36,0.000315770254265697,typical_customer
A14EA9WQPSOKMF,0.0003122143385038075,typical_customer
A14EPTYN50XSZV,6.032098860777565e-05,typical_customer
A14IW8KL9JGS2H,1.0529317991274113e-06,typical_customer
A14IW8OQ1BS0OB,0.0003367060473504291,typical_customer
A14JDMEHQJRR3T,4.4675164129794955e-05,typical_customer
A14L2638XC00EZ,2.345861348865883e-05,typical_customer
A14MSHFCXPARFS,6.435977001946514e-05,typical_customer
A14NA0W8ESGDSI,0.0002140690842702908,typical_customer
A14NOLEEBDE2Y9,0.00010280258101146329,typical_customer
A14OV0HV6TRWFF,2.8389666478846485e-06,cold_start
A14T4JDOMP7U9G,8.95390236942071e-06,typical_customer
A14UD72N0L7RXT,6.920549703313916e-05,typical_customer
A14V1KIQU0U4RV,0.00010154755763454693,typical_customer
A14ZXOYLX5LVH3,0.00011598411129528159,typical_customer
A1501C38OCSEMA,0.00014260542687247963,typical_customer
A1520O7UE0HDWI,0.0002819835431586788,typical_customer
A152TZLTJNQNBA,0.0001063987818877824,typical_customer
A154UC6EHTSXAC,5.0307819164001135e-05,typical_customer
A1564JVII4G8PB,0.00011474270010939677,cold_start
A1575JUI75IY6T,4.0296044770746106e-05,typical_customer
A1575LB2RX92AW,0.0,typical_customer
A157UIVPN0NYNN,0.0007126474462768122,typical_customer
A1592Z8VTIL15Q,0.00015955880233147997,typical_customer
A159B1DZK24I3K,0.0,typical_customer
A15DEX5N1ZG95W,0.00020915979383089026,typical_customer
A15DH2ICDH1MJN,6.348256062775991e-05,typical_customer
A15DKVM598GQKS,0.00020479640002019623,typical_customer
A15EREQSX2JBZH,0.0,typical_customer
A15H4Q3U7XXO8S,0.0,typical_customer
A15HBO5EBRDGTQ,0.00025418835463481975,typical_customer
A15I2N31VCSBH6,8.654140461097435e-06,cold_start
A15KYC62I1EIAC,0.0,typical_customer
A15OAS39003U5R,0.0004920562390547964,typical_customer
A15OVM8JWXHVNF,5.812567756866374e-05,typical_customer
A15PUBCS4N4G60,2.563439164746021e-05,cold_start
A15Q9YEG1XPEJN,1.4517748694742586e-05,typical_customer
A15R5T6T1TBSJX,0.0,cold_start
A15S9RB0R1D15Y,5.803524185024622e-05,typical_customer
A15T487HNTIOF7,0.0006476817268435222,typical_customer
A15T9G38F589KM,0.0029790975195368653,gray_sheep
A15TM51XDDGPZ7,3.7295048576108394e-05,cold_start
A15TT902PJFJ9C,0.00017409590796827986,typical_customer
A15WSZ11YEOKMU,0.0001534538473667369,typical_customer
A15X5I17CU4I2H,5.543163637734185e-05,typical_customer
A1606LA683WZZU,0.00010452139276093236,cold_start
A16467WWAC2UNP,0.0,typical_customer
A167ABU99FT4OC,0.00017577347376072878,typical_customer
A168SCI9KUMXD9,0.00012484697469105057,typical_customer
A169O5HY388HQN,6.665232009169367e-05,cold_start
A169OY1LOA0RX3,7.052174255512839e-05,typical_customer
A16AXQ11SZA8SQ,0.00046445006418297446,typical_customer
A16BMPHP8GSIWS,5.368907405736945e-06,cold_start
A16CJ83ZHH89MQ,0.00024386846757328115,typical_customer
A16EEZCPYPEUHF,0.0005057642872918747,typical_customer
A16FKKOV6MYJHO,0.0,typical_customer
A16G8LLLHG0SNI,0.00010815630072199751,typical_customer
A16GWMW2GI8XUJ,0.00035112233285021017,typical_customer
A16M7YAIAOLPW,5.308810579605149e-06,typical_customer
A16NRV54CGOO69,0.00020074885392675412,typical_customer
A16PUD6V3KAZ0Q,9.192726846265294e-05,typical_customer
A16QJ424UMZVWR,0.0006005041490766182,typical_customer
A16QODENBJVUI1,2.983814338643897e-05,typical_customer
A16R6O1P7TMF9N,4.62017539145801e-05,typical_customer
A16UMY0X6X7R03,7.999836356021357e-06,typical_customer
A16UO065RCHCGW,0.00011034112061968948,typical_customer
A16V9XOFCL1TJ5,0.0007771397133153667,gray_sheep
A16VM71BLBCMMK,0.0011446930090153208,gray_sheep
A16WPA6JV83YXT,0.0005467145825455393,typical_customer
A16YMCFWGSFGS9,4.225951436201014e-05,typical_customer
A16YU3GRGCD95S,0.00010416732675683275,typical_customer
A16Z2OECAUX8Z4,4.507770154218465e-05,typical_customer
A16ZKKJHDWC44Y,8.89422848771649e-05,typical_customer
A171ITAMNOUCY8,0.0002659427299690173,typical_customer
A1739RDYJNA6HT,0.00010240125323627044,cold_start
A173YMJ9XFVRSY,0.0010679821959748675,gray_sheep
A175WOXLHJ9N5G,0.0009434472651147853,gray_sheep
A17771LTRWSKQ5,0.00012897434547644562,typical_customer
A179D8LPMCGP9W,0.0002350826823610822,typical_customer
A17AHTCKJ4SUT0,0.00020078199720356704,typical_customer
A17BUSL163PDGQ,0.0,typical_customer
A17CBPANJ3G5T9,0.00017048857070301433,typical_customer
A17D2CT8TAPMSG,0.00022671136292356462,typical_customer
A17E3NBADNTI3X,4.414372174521206e-05,typical_customer
A17FWYSN5GNFDH,0.0008120891809240072,gray_sheep
A17GI2HXKPXHSU,7.444124377377022e-07,typical_customer
A17HVSEZB2PDQK,0.00021443734505393304,typical_customer
A17ICF11AQU9B3,0.0001995466866362776,typical_customer
A17IS2KTMUBJ52,0.0008194885100802283,gray_sheep
A17JGEYNQRYMHE,0.00011441018912586074,typical_customer
A17JOFI9IDPSES,1.473841699086418e-05,typical_customer
A17O2BER0O0P1K,2.0087433700450647e-05,typical_customer
A17O7FT0JX5B72,0.0001029468790357889,typical_customer
A17PDN3EW1F05G,0.0011072777810327175,gray_sheep
A17PDSMPB7HLYZ,0.0002019866278556319,typical_customer
A17RWH6Y9DDYBR,2.0673145398966925e-05,cold_start
A17SNTLDQWMULL,0.002169588738675097,gray_sheep
A17TASZJT6Y39D,0.00014622978810136417,typical_customer
A17WBBVKJH3F3C,2.3401673033822008e-05,cold_start
A17WMMYCTCYDFQ,0.0,typical_customer
A17Y6O6I2O5S6P,8.096369711179099e-05,typical_customer
A17ZH0JUGO72PH,4.0253139573460586e-05,typical_customer
A1806K4AD7LM0W,0.0001817349103338497,typical_customer
A181TIQPGSTYH6,2.8141615066405004e-05,typical_customer
A1832G4GPDDPOH,0.00018037250951965147,typical_customer
A184XTCFOCLX7Y,2.5031320100383193e-05,cold_start
A18585LWC6ABKV,0.001098566899627397,gray_sheep
A186H8P2CH4ORG,0.00016830688998645247,typical_customer
A18712EH6VCYFP,0.0,typical_customer
A18B1KJJ14O0TO,0.0,typical_customer
A18CX8MRLUE35E,2.817636781153887e-05,typical_customer
A18DHHHRTNZAM0,0.00037773908988314214,typical_customer
A18DNSET02IWGK,0.0005255394081687544,typical_customer
A18ECVX2RJ7HUE,0.0007091499148466703,typical_customer
A18G130R7K8W07,0.0,typical_customer
A18GJ9MYYO6GCQ,0.0002326730856869177,typical_customer
A18HE80910BTZI,0.00018253732158108417,typical_customer
A18JAF91FTLN9H,0.00011923694526375913,typical_customer
A18L008KVHQ1AM,0.0001257334882449022,typical_customer
A18L48UCHSWBQF,0.00019616310996981476,typical_customer
A18OLZIT0DGVJR,0.0002012874071254165,typical_customer
A18OT5BHCTEFDP,3.2001910238862176e-05,typical_customer
A18PENJTHM1SVT,0.0,typical_customer
A18PFXJ4QPTSX3,0.00016471678466627662,typical_customer
A18R90JU5L0P9X,1.1002613874869161e-05,typical_customer
A18SQ4EB8J8H13,1.0529317991274113e-06,typical_customer
A18TGY5T94H55U,6.407438854310382e-05,typical_customer
A18VCM7Y7HK6EW,1.2133552212675364e-05,typical_customer
A192JES8J9ZTKW,0.00033215278801487417,typical_customer
A194K60CWZ371J,0.00037158196385153277,typical_customer
A1989WJVG7DHBK,0.004816753471289216,gray_sheep
A199FRO0YFMGED,0.00010798279067871027,typical_customer
A19A0NR7MZJ8NW,0.00011787826969231092,typical_customer
A19FRW264WZTGP,0.0001420652204917515,typical_customer
A19KLUZ1XD3SRN,0.0056861460319183555,gray_sheep
A19L0NX40VAU3S,0.00047762505939689823,typical_customer
A19M8Q3VR3Z3UN,0.0,typical_customer
A19NRF4D2F79KE,5.7739563476611986e-05,typical_customer
A19PKOH7OWJY42,5.9081089997564027e-05,typical_customer
A19QPJNL5HOJAL,0.00013339936073906042,typical_customer
A19RDMX22VXXSD,0.0010032844722589701,gray_sheep
A19SDJ2TSSL8HI,0.00016767129197901084,typical_customer
A19T4E1JMZFUV0,0.00022341325868451757,typical_customer
A19TEEHU4WNZ40,6.141505883879448e-05,typical_customer
A19UTUEBWKIZFT,0.0004650066440008031,typical_customer
A19WEEGB05YAZ3,0.00019724794968587747,typical_customer
A19WVSH9MZZG,0.0003521809504844975,typical_customer
A19XC6Z95GK5AB,0.00030560532425651733,typical_customer
A19XMHRB3G4DIR,0.0006616618890787167,typical_customer
A19YOYY7FLQMA6,0.00035644597128018984,typical_customer
A19Z4IDNL1MGG4,0.00013867996835978725,typical_customer
A1A25TP5D0L22V,0.0008596821049377854,gray_sheep
A1A2ATQ44P2A7Y,7.679529959032996e-05,typical_customer
A1A2F1ZOWOPNJB,0.0008021433526354532,gray_sheep
A1A2TYI92R7T86,0.0005484121136538513,typical_customer
A1A371Z10JABPI,4.6501918307459684e-05,typical_customer
A1A4HS18EQAGWF,0.00028922556417099025,typical_customer
A1A4YGDZRUFQFS,0.0,typical_customer
A1A8KY344FDXZB,6.016162936122866e-05,typical_customer
A1A8RXQ55UA8XH,0.0005880452076719254,typical_customer
A1ACF7OZ5Z45HX,0.0005162958864209444,typical_customer
A1ACM1CBGORBN1,0.00010725831099445844,typical_customer
A1AD4XP47VS56Y,3.402212713491527e-05,typical_customer
A1AF9EUGODL08I,0.0,typical_customer
A1AG7F4Z1EOO5L,0.0007492087632939469,gray_sheep
A1AHNV14W10S0X,1.892713698727805e-06,cold_start
A1AIONUPTTDFK4,3.086602311092053e-05,cold_start
A1AK356ZAVT3DV,3.645780862521123e-05,typical_customer
A1AKQ1YUS4BT82,3.281741764123852e-05,typical_customer
A1AN9C4PKJIRVK,0.001468622276203431,gray_sheep
A1ARLM4JFWPVOA,2.2913509401189442e-05,typical_customer
A1AUMBA4UA4G2Y,0.00022994032483624683,typical_customer
A1AUVLXU2XWNJ1,0.0001352904560011091,typical_customer
A1AXBN25KBBWSC,0.0006419236006741693,typical_customer
A1AZ8YJTM7JRHL,6.332816851947797e-05,typical_customer
A1AZDDFS89QJG3,0.001078205213879435,gray_sheep
A1B1J07QUM0OLN,7.442105479982223e-05,typical_customer
A1B1J242B6OQK9,0.0,typical_customer
A1B5AQUJN16AHX,8.652640702933681e-05,typical_customer
A1B5KI7110XHWI,0.00014309313390452425,typical_customer
A1B6O7SAIYG2N0,0.0005690294859479425,typical_customer
A1B95QB8NVYOSM,0.00031885491658345576,typical_customer
A1BAR0DUQ1770Z,4.2128829835837796e-05,typical_customer
A1BCIXUOEVOS73,5.571574107750936e-05,typical_customer
A1BCRICL4UUBC6,0.0,typical_customer
A1BDARA133DP91,6.770770638726954e-05,typical_customer
A1BEDKI1OQFD5H,0.00012368068732306859,typical_customer
A1BEKAQQGP8CMF,2.67649473128511e-05,typical_customer
A1BH1VKHCYHGPR,0.0014902752428115015,gray_sheep
A1BH4B2GYUPAVF,4.79034841270506e-05,typical_customer
A1BI8PUEHA5CHW,0.00017442107066883324,typical_customer
A1BJOD583A031Q,5.237851759232335e-05,cold_start
A1BK60GZ4QME6I,0.0011312460270415312,gray_sheep
A1BKFCSK66RF3C,0.0003338656496831019,typical_customer
A1BKSLDI2V3D5K,0.0013385449454402032,gray_sheep
A1BLOBFHQ17QFD,1.8647655254261926e-06,typical_customer
A1BM7SFYKDAHPQ,0.0002444602532139213,typical_customer
A1BNYFMPSP3AOG,0.0,typical_customer
A1BRQO2VLX0QVW,0.0003763429120279739,typical_customer
A1BS8VS04EWSWN,0.0009030964339843042,gray_sheep
A1BSIL9GW9FCR2,0.0,typical_customer
A1BT6759WL0OVI,4.916032116087802e-05,typical_customer
A1BT6TL7UCIC5Y,0.00021379097946718113,typical_customer
A1BTG38XSGYLW3,0.00019691752916364675,typical_customer
A1BTNPMESS99PL,0.00010298279582422016,typical_customer
A1BYTWH89FG52O,0.00023152107926481744,typical_customer
A1C1P6F3UQC97G,7.152640063790805e-05,cold_start
A1C21QBAZ1W4Z2,0.0004531208138876121,typical_customer
A1C48NJP2ED5DN,7.224100803717847e-05,cold_start
A1C7Y31S5QXNTR,3.657748393948127e-05,typical_customer
A1C8J8N4BKDFN3,0.0001259184176256305,typical_customer
A1C97QPVKH03L8,9.272569920081056e-05,typical_customer
A1CBO8TK6LWS07,7.444124377377022e-07,typical_customer
A1CC3G24842BG6,8.848910127404873e-05,typical_customer
A1CCMW354ELJ3U,0.00013253508087794744,typical_customer
A1CDRFH2UVIDIQ,0.0,typical_customer
A1CEG62GJ3BI5U,0.00046152652356377233,typical_customer
A1CKAZZ3Z647NA,0.0018150062487975675,gray_sheep
A1CM8LEX46O21E,4.7456133198995224e-05,cold_start
A1CO2F7VSQ38W1,0.000128346269307151,typical_customer
A1COPSGCUVZ5OT,0.0002612079882788682,typical_customer
A1COW3DSUHUUE4,0.0,typical_customer
A1CP6NZKDQG4FN,0.00012167787707504715,typical_customer
A1CSFIQ41U5FWY,6.990193321926081e-05,typical_customer
A1CWXKAC4W0GIU,0.0,typical_customer
A1CYO1O606T8WA,0.0012878206876103557,gray_sheep
A1CYV9CR67GKU0,2.8265892666749003e-05,typical_customer
A1D0YC94ZS5CNO,0.0012225715435057844,gray_sheep
A1D336P5ENFFJN,0.0001490217855705277,typical_customer
A1D3KAQ1VY8LUG,0.0,typical_customer
A1D4OWGUSWO2JA,0.0001589332225872652,typical_customer
A1D5RCOILPC9LX,0.0001523092966664179,typical_customer
A1D6NA1QK3NM5Q,3.923564078491955e-05,typical_customer
A1D7922BHITJ7X,0.0,typical_customer
A1DAR6U4E4LG39,0.00011504618008559995,typical_customer
A1DCBQD9QX2I3J,0.0009447144255570655,gray_sheep
A1DCY7A46MU8F4,0.0,typical_customer
A1DD5LYFQ3ZAOK,0.00012202307369215796,typical_customer
A1DES1NRVS4X5H,0.0004611545518913391,typical_customer
A1DF11QTXYYVLX,0.00016930216099157196,typical_customer
A1DF63BNDTB9GU,0.0009135272954726264,gray_sheep
A1DFL66IDY0Z2Z,1.5875950088155603e-05,typical_customer
A1DFTNJDV9X26R,7.420872061271534e-05,typical_customer
A1DG75OT3Y49EM,0.00017843942191329083,typical_customer
A1DGOKPBIEAM3U,0.0002185472455781268,typical_customer
A1DH3QDZX8Z7GO,0.00017018146073322963,typical_customer
A1DIIT81NK45FS,7.938726741763619e-05,typical_customer
A1DKO10KSHP3PS,2.0134643293380994e-05,cold_start
A1DMRK2YINRC16,0.00037757939954165157,typical_customer
A1DMSC136B37NO,8.85725571611981e-05,typical_customer
A1DNFO9BEJJEYJ,0.0,typical_customer
A1DNXL8BIR5R8R,0.0009269120918612414,gray_sheep
A1DO6DKWF3CMBD,8.574265511353913e-06,typical_customer
A1DOS1TMRAS4MT,0.0,typical_customer
A1DPDDPNK8HKV1,0.00031029702615771024,typical_customer
A1DQHS7MOVYYYA,0.001287116268854772,gray_sheep
A1DQWNPN03IEXN,0.0005143861579876791,typical_customer
A1DRM3JV6T5O6P,3.682065585952188e-06,typical_customer
A1DS6TA9S6KY70,1.937121676728027e-05,typical_customer
A1DTCJV6KOMJOA,1.792493789308996e-05,typical_customer
A1DULQKYC6EV1B,0.0,typical_customer
A1DW36J0ZTN8QY,2.4267643452900652e-05,typical_customer
A1DW6V7M2E335Z,4.986877137155414e-05,cold_start
A1DYLJWGF7AKT2,0.0009980930649925298,gray_sheep
A1DYNEMS8PB7X4,0.0010773408124225927,gray_sheep
A1DZ0O2ZXOYEGU,0.0,typical_customer
A1DZ8JQ4PRJ2A2,0.0003293191182473896,typical_customer
A1DZIHLWJJRUW,0.0,typical_customer
A1E0L2V60U8H0G,0.00028627606690480474,typical_customer
A1E2LPIGID4OY,4.702113874127015e-05,typical_customer
A1E3I2UDK711DH,0.0001304775123658392,cold_start
A1E3TWWRB1Q7CS,0.0002986654930729441,typical_customer
A1E50L7PCVXLN4,0.00010934528320520129,typical_customer
A1E5WXNTI7EO2A,0.0004228575345349348,typical_customer
A1E7428658LMTY,0.0,typical_customer
A1E7BYP6JGDUHD,0.00014927935563885728,typical_customer
A1E7EX9LUM7TOF,0.00020157425808077842,typical_customer
A1E8XXAKINL0B1,1.0110137724999557e-05,typical_customer
A1EB6OCXNZKRI8,0.00046246880935816735,typical_customer
A1ECTJJ0QNQPCC,0.0008472395553595653,gray_sheep
A1EDCMHXIMH0DT,0.0,typical_customer
A1EDG5ATUW3AYS,0.00011683779112309739,typical_customer
A1EE6LQS3OPY6R,6.540685602568125e-05,typical_customer
A1EGCED01USBA9,4.827501638391323e-05,cold_start
A1EHDVLCSOU57Q,6.56302412820064e-05,typical_customer
A1EHVKN2E28S0U,0.00021937256714246796,typical_customer
A1EIAFI297P6YU,1.0529317991274113e-06,typical_customer
A1EIPS6D0ZZ4UA,0.0002776456177772429,typical_customer
A1EJ9DSKSM0UN1,0.00045111569314926225,typical_customer
A1EJJKJJAIZ8N9,3.842529836593194e-05,typical_customer
A1EKCH0FI00Q1J,0.0,typical_customer
A1EKKSMQAOO7U3,0.0003494713438339865,typical_customer
A1EKWMB77ETI3Y,0.000222327151406059,typical_customer
A1EM5OSSM5D1R4,3.4312350978194776e-05,typical_customer
A1EMN4T3ROJDOO,0.000435826281471753,typical_customer
A1ENECC591UAIC,0.0,typical_customer
A1ENR0YLS6SM6L,8.695365527923837e-05,typical_customer
A1EOTWLWMIRVIV,0.00014578757981409198,typical_customer
A1EQVPJ3O3PE7M,1.0859517050970504e-05,cold_start
A1ER4AGDHQUXYV,1.0845029637110039e-05,cold_start
A1ER643CCBZNSB,0.0001637241440787825,typical_customer
A1EVV74UQYVKRY,0.0003869201674981561,typical_customer
A1EWZC0LM7TTSZ,0.00018190904474014305,cold_start
A1EXGL6L0QQ0M5,0.0020640315687026935,gray_sheep
A1EYDV7OQE5BLC,0.00013416377003567782,typical_customer
A1EZGIAIEJ8Z68,1.9294611187931986e-05,typical_customer
A1F02K9DX6HVHR,7.673673421802732e-05,typical_customer
A1F0WYFGJMSMLK,1.723903453944767e-05,cold_start
A1F1SGYXCMVHF4,0.00044720159054144245,typical_customer
A1F29W231WNU90,0.0,typical_customer
A1F6T228BA5Y7,0.00023324466437680668,typical_customer
A1F7OSK6UV1A3C,0.0013570717760517978,gray_sheep
A1F7YU6O5RU432,0.0018416683363789222,gray_sheep
A1F85UIFABI2MH,0.00026931924189026917,typical_customer
A1F9Z42CFF9IAY,0.00037054607250347314,typical_customer
A1FCU7GAV5IHGG,0.00013496774941799996,typical_customer
A1FDSZISWIXH1A,0.0003483765298246626,typical_customer
A1FDWNNQ50ATXS,0.00037214471416633705,typical_customer
A1FEI4HDXTA454,4.782323863636481e-05,typical_customer
A1FFFEHK9K5XU0,0.0001080073201734229,typical_customer
A1FG0V3KRXAVT7,0.0,typical_customer
A1FJNZ6GKM516K,8.89719902838106e-05,typical_customer
A1FMWLZ9YY91XI,0.0001675654743195504,typical_customer
A1FOXRAJYN7ZNF,7.059291703365614e-05,typical_customer
A1FPQ54AIB26L0,0.00011557919672920031,typical_customer
A1FT0AWHJQLMJN,0.0,typical_customer
A1FU5CN8V620TH,7.857419829504176e-05,typical_customer
A1FUBPW8U2RYUY,4.203998728104007e-05,typical_customer
A1FVWVS8CRIRBO,0.0,typical_customer
A1FWB3DEF3MTXG,0.0,typical_customer
A1FWFCJU2G7TRA,2.541581829496795e-05,typical_customer
A1G0ONAQOERNXS,5.524904623592327e-05,typical_customer
A1G1TLVSFCIR0P,1.4540896687128713e-05,cold_start
A1G2JKKEKAR7YN,4.571630760130204e-05,typical_customer
A1G2SRMY3SCI5M,0.000606839407466768,typical_customer
A1G4J9LJ9TQZWI,0.0006724572045227301,typical_customer
A1G4KDEM2V5376,0.0,typical_customer
A1G60ANYI0HMEU,0.0007550980908900285,gray_sheep
A1G6HZ3CGYEYNN,0.00013533791866763404,typical_customer
A1G75ZFJMTFRZK,1.1002613874869161e-05,typical_customer
A1G7GN2T2SUEQD,0.00010965612947341122,typical_customer
A1G7XVI1NU80YH,0.0,typical_customer
A1GASYTBITRWV1,0.00015048059140764845,typical_customer
A1GED14ZDLSLKU,0.0,typical_customer
A1GF1J6Q9ERSMP,0.00013752523416927918,typical_customer
A1GHKSWT15FDWU,0.0002524321549537739,typical_customer
A1GIHV3V7LW85B,0.00046338891701217015,typical_customer
A1GJ1IRDPBQ0DG,0.0013590853679987616,gray_sheep
A1GMGLN1UKXAD1,5.9298305287176514e-05,typical_customer
A1GMN83QQJ5K53,0.0003232279983355496,typical_customer
A1GN2XQI7L4QK4,8.265442964245541e-06,cold_start
A1GNYV0RA0EQSS,8.414465421843298e-05,typical_customer
A1GQAKL9CGQLP1,9.18650786715808e-05,typical_customer
A1GQWYGNTPGFKN,5.2669516945925695e-05,cold_start
A1GT0G489PONQU,0.0001736113398536307,typical_customer
A1GUX6R8DV3ZLY,0.0011321090591277694,gray_sheep
A1GVJX37TN2KCF,1.796795517956371e-05,cold_start
